260;2;2022;211;*;Kraków;ul. Totus Tuus 32 - Sanktuarium Świętego Jana Pawła II;50.012777778;19.936388889
260;2;2022;212;69;Kraków;ul. Obozowa 36 - blok mieszkalny;50.013055556;19.907777778
260;2;2022;212;5;Kraków;ul. Totus Tuus 32 - Sanktuarium Świętego Jana Pawła II;50.012777778;19.936388889
260;2;2022;213;*;Kraków;ul. Obozowa 36 - blok mieszkalny;50.013055556;19.907777778
260;2;2022;216;*;Niepołomice;ul. Wielicka / Komandosów - maszt własny;50.020277778;20.195833333
260;2;2022;217;*;Niepołomice;ul. Wielicka / Komandosów - maszt własny;50.020277778;20.195833333
260;2;2022;235;*;Kaszów;maszt Plusa;50.025277778;19.726666667
260;2;2022;238;*;Kraków;ul. Reymonta 11 - akademik Nawojka;50.065;19.917777778
260;2;2022;239;8;Kraków;al. Grottgera 1 - budynek mieszkalny;50.071944444;19.929722222
260;2;2022;239;3;Kraków;ul. Reymonta 22 - żółty treningowy budynek Wisły;50.065555556;19.908333333
260;2;2022;241;9;Kraków;ul. Ćwikłowa 4a - budynek mieszkalny;50.035833333;19.888888889
260;2;2022;241;8;Kraków;ul. Grzegórzecka 19 - budynek mieszkalny;50.058611111;19.9525
260;2;2022;242;*;Kraków;ul. Klimeckiego 24 - hotel Alf;50.048333333;19.969722222
260;2;2022;246;1;Kraków;ul. Akacjowa 5 - szkoła;50.084444444;19.978888889
260;2;2022;246;3;Kraków;ul. Lublańska 38 - biurowiec Rondo Business Park;50.086111111;19.972777778
260;2;2022;248;*;Kraków;ul. Lublańska 38 - biurowiec Rondo Business Park;50.086111111;19.972777778
260;2;2022;259;2;Kraków;plac Na Stawach 1 - biurowiec Biprokom;50.054722222;19.921666667
260;2;2022;259;3789;Kraków;ul. Stalmachów 137 - kościół;50.094722222;19.904166667
260;2;2022;262;*;Kraków;ul. Babińskiego / Szymonowica - słup własny;50.006388889;19.878611111
260;2;2022;264;6;Kraków;ul. Borowego 14 - budynek IMiGW;50.064444444;19.889166667
260;2;2022;264;234;Skawina;ul. Krakowska 41 - budynek ZWSE Kraków S.A.;49.986666667;19.838055556
260;2;2022;265;*;Kraków;ul. Borowego 14 - budynek IMiGW;50.064444444;19.889166667
260;2;2022;267;*;Kraków;ul. Makuszyńskiego 8 - komin;50.089166667;20.048888889
260;2;2022;269;*;Liszki;Liszki 11 - kościół;50.039166667;19.766388889
260;2;2022;279;*;Kraków;ul. Królewska 57 - biurowiec Biprostal;50.073333333;19.915555556
260;2;2022;283;*;Kraków;ul. Podedworze 20a - blok mieszkalny;50.012222222;19.975555556
260;2;2022;709;*;Brzezie;maszt własny;49.982777778;20.245833333
260;2;2022;776;*;Zabierzów;ul. Krakowska 229 - budynek biurowy;50.109166667;19.82
260;2;2022;2001;*;Kraków;ul. Lema 7 - Kraków Arena;50.067777778;19.990833333
260;2;2022;2059;*;Kraków;ul. Mogilska 120 - budynek biurowo-usługowy;50.068055556;19.977777778
260;2;2022;2060;123;Kraków;ul. Dąbska 1a - budynek;50.062777778;19.981111111
260;2;2022;2060;456;Kraków;ul. Nowohucka 52 - pylon reklamowy Selgros;50.057777778;20.001388889
260;2;2022;2063;*;Kraków;al. 29 Listopada 48C - Dom Studencki Nr III;50.083611111;19.949444444
260;2;2022;2064;*;Kraków;ul. Legnicka 5 - budynek biurowy;50.089444444;19.950277778
260;2;2022;2065;*;Kraków;ul. Lea 160 - budynek mieszkalny;50.072222222;19.894722222
260;2;2022;2066;789;Kraków;ul. Spółdzielców 5 - budynek mieszkalny;50.017777778;19.980833333
260;2;2022;2066;123;Kraków;ul. Wielicka 181a - budynek biurowy;50.023055556;19.981944444
